PRESIDENT 2016
,
Office,State,RaceDate,CensusPop,Area,AreaType,TotalVotes,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,RepVotesTotalPercent,DemVotesTotalPercent,ThirdVotesTotalPercent,OtherVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes,TitleNotes,OtherNotes
President,Alabama,20161108,N/A,CHILTON,County,"18,369","15,081","Trump, Donald J.",Challenger,"2,911","Clinton, Hillary Rodham",Challenger,Independent,228,"Johnson, Gary E.",Challenger,149,"12,170",R,82.10,15.85,1.24,.81,83.82,16.18,"The other vote was: Write-In (Write-in) 97; Stein, Jill (Independent) 52",,"The other vote was: Write-In (Write-in) 97; Stein, Jill (Independent) 52"
President,Alabama,20161108,N/A,CHOCTAW,County,"7,292","4,106","Trump, Donald J.",Challenger,"3,109","Clinton, Hillary Rodham",Challenger,Independent,52,"Johnson, Gary E.",Challenger,25,997,R,56.31,42.64,.71,.34,56.91,43.09,"The other vote was: Write-In (Write-in) 19; Stein, Jill (Independent) 6",,"The other vote was: Write-In (Write-in) 19; Stein, Jill (Independent) 6"
President,Alabama,20161108,N/A,CLARKE,County,"13,031","7,140","Trump, Donald J.",Challenger,"5,749","Clinton, Hillary Rodham",Challenger,Independent,99,"Johnson, Gary E.",Challenger,43,"1,391",R,54.79,44.12,.76,.33,55.40,44.60,"The other vote was: Write-In (Write-in) 26; Stein, Jill (Independent) 17",,"The other vote was: Write-In (Write-in) 26; Stein, Jill (Independent) 17"
President,Alabama,20161108,N/A,CLAY,County,"6,624","5,245","Trump, Donald J.",Challenger,"1,237","Clinton, Hillary Rodham",Challenger,Independent,93,"Johnson, Gary E.",Challenger,49,"4,008",R,79.18,18.67,1.40,.74,80.92,19.08,"The other vote was: Write-In (Write-in) 33; Stein, Jill (Independent) 16",,"The other vote was: Write-In (Write-in) 33; Stein, Jill (Independent) 16"
President,Alabama,20161108,N/A,CLEBURNE,County,"6,593","5,764","Trump, Donald J.",Challenger,684,"Clinton, Hillary Rodham",Challenger,Independent,90,"Johnson, Gary E.",Challenger,55,"5,080",R,87.43,10.37,1.37,.83,89.39,10.61,"The other vote was: Write-In (Write-in) 35; Stein, Jill (Independent) 20",,"The other vote was: Write-In (Write-in) 35; Stein, Jill (Independent) 20"
President,Alabama,20161108,N/A,COFFEE,County,"20,767","15,875","Trump, Donald J.",Challenger,"4,221","Clinton, Hillary Rodham",Challenger,Independent,396,"Johnson, Gary E.",Challenger,275,"11,654",R,76.44,20.33,1.91,1.32,79.00,21.00,"The other vote was: Write-In (Write-in) 171; Stein, Jill (Independent) 104",,"The other vote was: Write-In (Write-in) 171; Stein, Jill (Independent) 104"
President,Alabama,20161108,N/A,COLBERT,County,"24,915","16,746","Trump, Donald J.",Challenger,"7,312","Clinton, Hillary Rodham",Challenger,Independent,511,"Johnson, Gary E.",Challenger,346,"9,434",R,67.21,29.35,2.05,1.39,69.61,30.39,"The other vote was: Write-In (Write-in) 239; Stein, Jill (Independent) 107",,"The other vote was: Write-In (Write-in) 239; Stein, Jill (Independent) 107"
President,Alabama,20161108,N/A,CONECUH,County,"6,585","3,420","Trump, Donald J.",Challenger,"3,080","Clinton, Hillary Rodham",Challenger,Independent,51,"Johnson, Gary E.",Challenger,34,340,R,51.94,46.77,.77,.52,52.62,47.38,"The other vote was: Write-In (Write-in) 24; Stein, Jill (Independent) 10",,"The other vote was: Write-In (Write-in) 24; Stein, Jill (Independent) 10"
President,Alabama,20161108,N/A,COOSA,County,"5,252","3,381","Trump, Donald J.",Challenger,"1,782","Clinton, Hillary Rodham",Challenger,Independent,53,"Johnson, Gary E.",Challenger,36,"1,599",R,64.38,33.93,1.01,.69,65.49,34.51,"The other vote was: Write-In (Write-in) 22; Stein, Jill (Independent) 14",,"The other vote was: Write-In (Write-in) 22; Stein, Jill (Independent) 14"
President,Alabama,20161108,N/A,COVINGTON,County,"15,940","13,267","Trump, Donald J.",Challenger,"2,387","Clinton, Hillary Rodham",Challenger,Independent,183,"Johnson, Gary E.",Challenger,103,"10,880",R,83.23,14.97,1.15,.65,84.75,15.25,"The other vote was: Write-In (Write-in) 67; Stein, Jill (Independent) 36",,"The other vote was: Write-In (Write-in) 67; Stein, Jill (Independent) 36"
President,Alabama,20161108,N/A,CRENSHAW,County,"6,267","4,513","Trump, Donald J.",Challenger,"1,664","Clinton, Hillary Rodham",Challenger,Independent,65,"Johnson, Gary E.",Challenger,25,"2,849",R,72.01,26.55,1.04,.40,73.06,26.94,"The other vote was: Write-In (Write-in) 11; Stein, Jill (Independent) 14",,"The other vote was: Write-In (Write-in) 11; Stein, Jill (Independent) 14"
President,Alabama,20161108,N/A,CULLMAN,County,"37,873","32,989","Trump, Donald J.",Challenger,"3,798","Clinton, Hillary Rodham",Challenger,Independent,687,"Johnson, Gary E.",Challenger,399,"29,191",R,87.10,10.03,1.81,1.05,89.68,10.32,"The other vote was: Write-In (Write-in) 265; Stein, Jill (Independent) 134",,"The other vote was: Write-In (Write-in) 265; Stein, Jill (Independent) 134"
President,Alabama,20161108,N/A,DALE,County,"18,749","13,808","Trump, Donald J.",Challenger,"4,413","Clinton, Hillary Rodham",Challenger,Independent,350,"Johnson, Gary E.",Challenger,178,"9,395",R,73.65,23.54,1.87,.95,75.78,24.22,"The other vote was: Write-In (Write-in) 116; Stein, Jill (Independent) 62",,"The other vote was: Write-In (Write-in) 116; Stein, Jill (Independent) 62"
President,Alabama,20161108,N/A,DALLAS,County,"18,792","5,789","Trump, Donald J.",Challenger,"12,836","Clinton, Hillary Rodham",Challenger,Independent,96,"Johnson, Gary E.",Challenger,71,"7,047",D,30.81,68.31,.51,.38,31.08,68.92,"The other vote was: Write-In (Write-in) 47; Stein, Jill (Independent) 24",,"The other vote was: Write-In (Write-in) 47; Stein, Jill (Independent) 24"
President,Alabama,20161108,N/A,DEKALB,County,"25,826","21,405","Trump, Donald J.",Challenger,"3,622","Clinton, Hillary Rodham",Challenger,Independent,458,"Johnson, Gary E.",Challenger,341,"17,783",R,82.88,14.02,1.77,1.32,85.53,14.47,"The other vote was: Write-In (Write-in) 189; Stein, Jill (Independent) 152",,"The other vote was: Write-In (Write-in) 189; Stein, Jill (Independent) 152"
President,Alabama,20161108,N/A,ELMORE,County,"37,260","27,634","Trump, Donald J.",Challenger,"8,443","Clinton, Hillary Rodham",Challenger,Independent,738,"Johnson, Gary E.",Challenger,445,"19,191",R,74.17,22.66,1.98,1.19,76.60,23.40,"The other vote was: Write-In (Write-in) 333; Stein, Jill (Independent) 112",,"The other vote was: Write-In (Write-in) 333; Stein, Jill (Independent) 112"
President,Alabama,20161108,N/A,ESCAMBIA,County,"14,845","9,935","Trump, Donald J.",Challenger,"4,605","Clinton, Hillary Rodham",Challenger,Independent,188,"Johnson, Gary E.",Challenger,117,"5,330",R,66.92,31.02,1.27,.79,68.33,31.67,"The other vote was: Write-In (Write-in) 80; Stein, Jill (Independent) 37",,"The other vote was: Write-In (Write-in) 80; Stein, Jill (Independent) 37"
President,Alabama,20161108,N/A,ETOWAH,County,"44,164","32,353","Trump, Donald J.",Challenger,"10,442","Clinton, Hillary Rodham",Challenger,Independent,835,"Johnson, Gary E.",Challenger,534,"21,911",R,73.26,23.64,1.89,1.21,75.60,24.40,"The other vote was: Write-In (Write-in) 370; Stein, Jill (Independent) 164",,"The other vote was: Write-In (Write-in) 370; Stein, Jill (Independent) 164"
President,Alabama,20161108,N/A,FAYETTE,County,"8,249","6,712","Trump, Donald J.",Challenger,"1,362","Clinton, Hillary Rodham",Challenger,Independent,109,"Johnson, Gary E.",Challenger,66,"5,350",R,81.37,16.51,1.32,.80,83.13,16.87,"The other vote was: Write-In (Write-in) 42; Stein, Jill (Independent) 24",,"The other vote was: Write-In (Write-in) 42; Stein, Jill (Independent) 24"
President,Alabama,20161108,N/A,FRANKLIN,County,"12,040","9,466","Trump, Donald J.",Challenger,"2,197","Clinton, Hillary Rodham",Challenger,Independent,238,"Johnson, Gary E.",Challenger,139,"7,269",R,78.62,18.25,1.98,1.15,81.16,18.84,"The other vote was: Write-In (Write-in) 85; Stein, Jill (Independent) 54",,"The other vote was: Write-In (Write-in) 85; Stein, Jill (Independent) 54"
President,Alabama,20161108,N/A,GENEVA,County,"11,758","9,994","Trump, Donald J.",Challenger,"1,525","Clinton, Hillary Rodham",Challenger,Independent,149,"Johnson, Gary E.",Challenger,90,"8,469",R,85.00,12.97,1.27,.77,86.76,13.24,"The other vote was: Write-In (Write-in) 66; Stein, Jill (Independent) 24",,"The other vote was: Write-In (Write-in) 66; Stein, Jill (Independent) 24"
President,Alabama,20161108,N/A,GREENE,County,"4,880",838,"Trump, Donald J.",Challenger,"4,013","Clinton, Hillary Rodham",Challenger,Independent,13,"Johnson, Gary E.",Challenger,16,"3,175",D,17.17,82.23,.27,.33,17.27,82.73,"The other vote was: Write-In (Write-in) 11; Stein, Jill (Independent) 5",,"The other vote was: Write-In (Write-in) 11; Stein, Jill (Independent) 5"
President,Alabama,20161108,N/A,HALE,County,"8,040","3,173","Trump, Donald J.",Challenger,"4,775","Clinton, Hillary Rodham",Challenger,Independent,54,"Johnson, Gary E.",Challenger,38,"1,602",D,39.47,59.39,.67,.47,39.92,60.08,"The other vote was: Write-In (Write-in) 26; Stein, Jill (Independent) 12",,"The other vote was: Write-In (Write-in) 26; Stein, Jill (Independent) 12"
President,Alabama,20161108,N/A,HENRY,County,"8,072","5,632","Trump, Donald J.",Challenger,"2,292","Clinton, Hillary Rodham",Challenger,Independent,91,"Johnson, Gary E.",Challenger,57,"3,340",R,69.77,28.39,1.13,.71,71.08,28.92,"The other vote was: Write-In (Write-in) 40; Stein, Jill (Independent) 17",,"The other vote was: Write-In (Write-in) 40; Stein, Jill (Independent) 17"
President,Alabama,20161108,N/A,HOUSTON,County,"42,639","30,728","Trump, Donald J.",Challenger,"10,664","Clinton, Hillary Rodham",Challenger,Independent,779,"Johnson, Gary E.",Challenger,468,"20,064",R,72.07,25.01,1.83,1.10,74.24,25.76,"The other vote was: Write-In (Write-in) 324; Stein, Jill (Independent) 144",,"The other vote was: Write-In (Write-in) 324; Stein, Jill (Independent) 144"
President,Alabama,20161108,N/A,JACKSON,County,"20,984","16,672","Trump, Donald J.",Challenger,"3,673","Clinton, Hillary Rodham",Challenger,Independent,393,"Johnson, Gary E.",Challenger,246,"12,999",R,79.45,17.50,1.87,1.17,81.95,18.05,"The other vote was: Write-In (Write-in) 156; Stein, Jill (Independent) 90",,"The other vote was: Write-In (Write-in) 156; Stein, Jill (Independent) 90"
President,Alabama,20161108,N/A,JEFFERSON,County,"304,191","134,768","Trump, Donald J.",Challenger,"156,873","Clinton, Hillary Rodham",Challenger,Independent,"6,645","Johnson, Gary E.",Challenger,"5,905","22,105",D,44.30,51.57,2.18,1.94,46.21,53.79,"The other vote was: Write-In (Write-in) 4,351; Stein, Jill (Independent) 1,554",,"The other vote was: Write-In (Write-in) 4,351; Stein, Jill (Independent) 1,554"
President,Alabama,20161108,N/A,LAMAR,County,"6,966","5,823","Trump, Donald J.",Challenger,"1,036","Clinton, Hillary Rodham",Challenger,Independent,62,"Johnson, Gary E.",Challenger,45,"4,787",R,83.59,14.87,.89,.65,84.90,15.10,"The other vote was: Write-In (Write-in) 30; Stein, Jill (Independent) 15",,"The other vote was: Write-In (Write-in) 30; Stein, Jill (Independent) 15"
President,Alabama,20161108,N/A,LAUDERDALE,County,"39,525","27,899","Trump, Donald J.",Challenger,"9,952","Clinton, Hillary Rodham",Challenger,Independent,987,"Johnson, Gary E.",Challenger,687,"17,947",R,70.59,25.18,2.50,1.74,73.71,26.29,"The other vote was: Write-In (Write-in) 465; Stein, Jill (Independent) 222",,"The other vote was: Write-In (Write-in) 465; Stein, Jill (Independent) 222"
President,Alabama,20161108,N/A,LAWRENCE,County,"14,829","10,833","Trump, Donald J.",Challenger,"3,627","Clinton, Hillary Rodham",Challenger,Independent,250,"Johnson, Gary E.",Challenger,119,"7,206",R,73.05,24.46,1.69,.80,74.92,25.08,"The other vote was: Write-In (Write-in) 88; Stein, Jill (Independent) 31",,"The other vote was: Write-In (Write-in) 88; Stein, Jill (Independent) 31"
President,Alabama,20161108,N/A,LEE,County,"59,191","34,617","Trump, Donald J.",Challenger,"21,230","Clinton, Hillary Rodham",Challenger,Independent,"2,030","Johnson, Gary E.",Challenger,"1,314","13,387",R,58.48,35.87,3.43,2.22,61.99,38.01,"The other vote was: Write-In (Write-in) 950; Stein, Jill (Independent) 364",,"The other vote was: Write-In (Write-in) 950; Stein, Jill (Independent) 364"
President,Alabama,20161108,N/A,LIMESTONE,County,"40,294","29,067","Trump, Donald J.",Challenger,"9,468","Clinton, Hillary Rodham",Challenger,Independent,"1,055","Johnson, Gary E.",Challenger,704,"19,599",R,72.14,23.50,2.62,1.75,75.43,24.57,"The other vote was: Write-In (Write-in) 502; Stein, Jill (Independent) 202",,"The other vote was: Write-In (Write-in) 502; Stein, Jill (Independent) 202"
President,Alabama,20161108,N/A,LOWNDES,County,"6,684","1,751","Trump, Donald J.",Challenger,"4,883","Clinton, Hillary Rodham",Challenger,Independent,32,"Johnson, Gary E.",Challenger,18,"3,132",D,26.20,73.06,.48,.27,26.39,73.61,"The other vote was: Write-In (Write-in) 7; Stein, Jill (Independent) 11",,"The other vote was: Write-In (Write-in) 7; Stein, Jill (Independent) 11"
President,Alabama,20161108,N/A,MACON,County,"9,140","1,431","Trump, Donald J.",Challenger,"7,566","Clinton, Hillary Rodham",Challenger,Independent,69,"Johnson, Gary E.",Challenger,74,"6,135",D,15.66,82.78,.75,.81,15.91,84.09,"The other vote was: Write-In (Write-in) 25; Stein, Jill (Independent) 49",,"The other vote was: Write-In (Write-in) 25; Stein, Jill (Independent) 49"
President,Alabama,20161108,N/A,MADISON,County,"163,389","89,520","Trump, Donald J.",Challenger,"62,822","Clinton, Hillary Rodham",Challenger,Independent,"6,621","Johnson, Gary E.",Challenger,"4,426","26,698",R,54.79,38.45,4.05,2.71,58.76,41.24,"The other vote was: Write-In (Write-in) 3,172; Stein, Jill (Independent) 1,254",,"The other vote was: Write-In (Write-in) 3,172; Stein, Jill (Independent) 1,254"
President,Alabama,20161108,N/A,MARENGO,County,"10,994","5,233","Trump, Donald J.",Challenger,"5,615","Clinton, Hillary Rodham",Challenger,Independent,104,"Johnson, Gary E.",Challenger,42,382,D,47.60,51.07,.95,.38,48.24,51.76,"The other vote was: Write-In (Write-in) 29; Stein, Jill (Independent) 13",,"The other vote was: Write-In (Write-in) 29; Stein, Jill (Independent) 13"
President,Alabama,20161108,N/A,MARION,County,"12,984","11,274","Trump, Donald J.",Challenger,"1,432","Clinton, Hillary Rodham",Challenger,Independent,181,"Johnson, Gary E.",Challenger,97,"9,842",R,86.83,11.03,1.39,.75,88.73,11.27,"The other vote was: Write-In (Write-in) 71; Stein, Jill (Independent) 26",,"The other vote was: Write-In (Write-in) 71; Stein, Jill (Independent) 26"
President,Alabama,20161108,N/A,MARSHALL,County,"35,316","29,233","Trump, Donald J.",Challenger,"4,917","Clinton, Hillary Rodham",Challenger,Independent,678,"Johnson, Gary E.",Challenger,488,"24,316",R,82.78,13.92,1.92,1.38,85.60,14.40,"The other vote was: Write-In (Write-in) 330; Stein, Jill (Independent) 158",,"The other vote was: Write-In (Write-in) 330; Stein, Jill (Independent) 158"
President,Alabama,20161108,N/A,MOBILE,County,"172,737","95,116","Trump, Donald J.",Challenger,"72,186","Clinton, Hillary Rodham",Challenger,Independent,"3,291","Johnson, Gary E.",Challenger,"2,144","22,930",R,55.06,41.79,1.91,1.24,56.85,43.15,"The other vote was: Write-In (Write-in) 1,353; Stein, Jill (Independent) 791",,"The other vote was: Write-In (Write-in) 1,353; Stein, Jill (Independent) 791"
President,Alabama,20161108,N/A,MONROE,County,"10,271","5,795","Trump, Donald J.",Challenger,"4,332","Clinton, Hillary Rodham",Challenger,Independent,88,"Johnson, Gary E.",Challenger,56,"1,463",R,56.42,42.18,.86,.55,57.22,42.78,"The other vote was: Write-In (Write-in) 39; Stein, Jill (Independent) 17",,"The other vote was: Write-In (Write-in) 39; Stein, Jill (Independent) 17"
President,Alabama,20161108,N/A,MONTGOMERY,County,"95,878","34,003","Trump, Donald J.",Challenger,"58,916","Clinton, Hillary Rodham",Challenger,Independent,"1,486","Johnson, Gary E.",Challenger,"1,473","24,913",D,35.46,61.45,1.55,1.54,36.59,63.41,"The other vote was: Write-In (Write-in) 983; Stein, Jill (Independent) 490",,"The other vote was: Write-In (Write-in) 983; Stein, Jill (Independent) 490"
President,Alabama,20161108,N/A,MORGAN,County,"50,644","37,486","Trump, Donald J.",Challenger,"11,254","Clinton, Hillary Rodham",Challenger,Independent,"1,168","Johnson, Gary E.",Challenger,736,"26,232",R,74.02,22.22,2.31,1.45,76.91,23.09,"The other vote was: Write-In (Write-in) 518; Stein, Jill (Independent) 218",,"The other vote was: Write-In (Write-in) 518; Stein, Jill (Independent) 218"
President,Alabama,20161108,N/A,PERRY,County,"5,278","1,407","Trump, Donald J.",Challenger,"3,824","Clinton, Hillary Rodham",Challenger,Independent,23,"Johnson, Gary E.",Challenger,24,"2,417",D,26.66,72.45,.44,.45,26.90,73.10,"The other vote was: Write-In (Write-in) 18; Stein, Jill (Independent) 6",,"The other vote was: Write-In (Write-in) 18; Stein, Jill (Independent) 6"
President,Alabama,20161108,N/A,PICKENS,County,"9,542","5,456","Trump, Donald J.",Challenger,"3,972","Clinton, Hillary Rodham",Challenger,Independent,49,"Johnson, Gary E.",Challenger,65,"1,484",R,57.18,41.63,.51,.68,57.87,42.13,"The other vote was: Write-In (Write-in) 46; Stein, Jill (Independent) 19",,"The other vote was: Write-In (Write-in) 46; Stein, Jill (Independent) 19"
President,Alabama,20161108,N/A,PIKE,County,"13,168","7,693","Trump, Donald J.",Challenger,"5,056","Clinton, Hillary Rodham",Challenger,Independent,257,"Johnson, Gary E.",Challenger,162,"2,637",R,58.42,38.40,1.95,1.23,60.34,39.66,"The other vote was: Write-In (Write-in) 114; Stein, Jill (Independent) 48",,"The other vote was: Write-In (Write-in) 114; Stein, Jill (Independent) 48"
President,Alabama,20161108,N/A,RANDOLPH,County,"10,187","7,705","Trump, Donald J.",Challenger,"2,291","Clinton, Hillary Rodham",Challenger,Independent,124,"Johnson, Gary E.",Challenger,67,"5,414",R,75.64,22.49,1.22,.66,77.08,22.92,"The other vote was: Write-In (Write-in) 48; Stein, Jill (Independent) 19",,"The other vote was: Write-In (Write-in) 48; Stein, Jill (Independent) 19"
President,Alabama,20161108,N/A,RUSSELL,County,"19,256","9,210","Trump, Donald J.",Challenger,"9,579","Clinton, Hillary Rodham",Challenger,Independent,281,"Johnson, Gary E.",Challenger,186,369,D,47.83,49.75,1.46,.97,49.02,50.98,"The other vote was: Write-In (Write-in) 118; Stein, Jill (Independent) 68",,"The other vote was: Write-In (Write-in) 118; Stein, Jill (Independent) 68"
President,Alabama,20161108,N/A,SHELBY,County,"101,254","73,020","Trump, Donald J.",Challenger,"22,977","Clinton, Hillary Rodham",Challenger,Independent,"2,965","Johnson, Gary E.",Challenger,"2,292","50,043",R,72.12,22.69,2.93,2.26,76.06,23.94,"The other vote was: Write-In (Write-in) 1,812; Stein, Jill (Independent) 480",,"The other vote was: Write-In (Write-in) 1,812; Stein, Jill (Independent) 480"
President,Alabama,20161108,N/A,ST. CLAIR,County,"38,400","31,651","Trump, Donald J.",Challenger,"5,589","Clinton, Hillary Rodham",Challenger,Independent,684,"Johnson, Gary E.",Challenger,476,"26,062",R,82.42,14.55,1.78,1.24,84.99,15.01,"The other vote was: Write-In (Write-in) 346; Stein, Jill (Independent) 130",,"The other vote was: Write-In (Write-in) 346; Stein, Jill (Independent) 130"
President,Alabama,20161108,N/A,SUMTER,County,"6,411","1,581","Trump, Donald J.",Challenger,"4,746","Clinton, Hillary Rodham",Challenger,Independent,57,"Johnson, Gary E.",Challenger,27,"3,165",D,24.66,74.03,.89,.42,24.99,75.01,"The other vote was: Write-In (Write-in) 13; Stein, Jill (Independent) 14",,"The other vote was: Write-In (Write-in) 13; Stein, Jill (Independent) 14"
President,Alabama,20161108,N/A,TALLADEGA,County,"33,407","20,614","Trump, Donald J.",Challenger,"12,121","Clinton, Hillary Rodham",Challenger,Independent,411,"Johnson, Gary E.",Challenger,261,"8,493",R,61.71,36.28,1.23,.78,62.97,37.03,"The other vote was: Write-In (Write-in) 155; Stein, Jill (Independent) 106",,"The other vote was: Write-In (Write-in) 155; Stein, Jill (Independent) 106"
President,Alabama,20161108,N/A,TALLAPOOSA,County,"19,486","13,594","Trump, Donald J.",Challenger,"5,519","Clinton, Hillary Rodham",Challenger,Independent,233,"Johnson, Gary E.",Challenger,140,"8,075",R,69.76,28.32,1.20,.72,71.12,28.88,"The other vote was: Write-In (Write-in) 88; Stein, Jill (Independent) 52",,"The other vote was: Write-In (Write-in) 88; Stein, Jill (Independent) 52"
President,Alabama,20161108,N/A,TUSCALOOSA,County,"82,700","47,723","Trump, Donald J.",Challenger,"31,762","Clinton, Hillary Rodham",Challenger,Independent,"1,873","Johnson, Gary E.",Challenger,"1,342","15,961",R,57.71,38.41,2.26,1.62,60.04,39.96,"The other vote was: Write-In (Write-in) 952; Stein, Jill (Independent) 390",,"The other vote was: Write-In (Write-in) 952; Stein, Jill (Independent) 390"
President,Alabama,20161108,N/A,WALKER,County,"29,472","24,266","Trump, Donald J.",Challenger,"4,497","Clinton, Hillary Rodham",Challenger,Independent,455,"Johnson, Gary E.",Challenger,254,"19,769",R,82.34,15.26,1.54,.86,84.37,15.63,"The other vote was: Write-In (Write-in) 159; Stein, Jill (Independent) 95",,"The other vote was: Write-In (Write-in) 159; Stein, Jill (Independent) 95"
President,Alabama,20161108,N/A,WASHINGTON,County,"8,533","6,042","Trump, Donald J.",Challenger,"2,374","Clinton, Hillary Rodham",Challenger,Independent,73,"Johnson, Gary E.",Challenger,44,"3,668",R,70.81,27.82,.86,.52,71.79,28.21,"The other vote was: Write-In (Write-in) 22; Stein, Jill (Independent) 22",,"The other vote was: Write-In (Write-in) 22; Stein, Jill (Independent) 22"
President,Alabama,20161108,N/A,WILCOX,County,"6,123","1,742","Trump, Donald J.",Challenger,"4,339","Clinton, Hillary Rodham",Challenger,Independent,22,"Johnson, Gary E.",Challenger,20,"2,597",D,28.45,70.86,.36,.33,28.65,71.35,"The other vote was: Write-In (Write-in) 13; Stein, Jill (Independent) 7",,"The other vote was: Write-In (Write-in) 13; Stein, Jill (Independent) 7"
President,Alabama,20161108,N/A,WINSTON,County,"10,313","9,228","Trump, Donald J.",Challenger,872,"Clinton, Hillary Rodham",Challenger,Independent,131,"Johnson, Gary E.",Challenger,82,"8,356",R,89.48,8.46,1.27,.80,91.37,8.63,"The other vote was: Write-In (Write-in) 53; Stein, Jill (Independent) 29",,"The other vote was: Write-In (Write-in) 53; Stein, Jill (Independent) 29"
,
