PRESIDENT 1992
,
Office,State,RaceDate,CensusPop,Area,AreaType,TotalVotes,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,RepVotesTotalPercent,DemVotesTotalPercent,ThirdVotesTotalPercent,OtherVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes,TitleNotes,OtherNotes
President,Georgia,19921103,N/A,CHEROKEE,County,"29,214","16,054","Bush, George H.",Incumbent,"8,113","Clinton, Bill",Challenger,Reform,"4,950","Perot, Ross",Challenger,97,"7,941",R,54.95,27.77,16.94,.33,66.43,33.57,,,
President,Georgia,19921103,N/A,CLARKE,County,"28,998","10,459","Bush, George H.",Incumbent,"15,403","Clinton, Bill",Challenger,Reform,"2,987","Perot, Ross",Challenger,149,"4,944",D,36.07,53.12,10.30,.51,40.44,59.56,,,
President,Georgia,19921103,N/A,CLAY,County,"1,197",264,"Bush, George H.",Incumbent,778,"Clinton, Bill",Challenger,Reform,155,"Perot, Ross",Challenger,N/A,514,D,22.06,65.00,12.95,.00,25.34,74.66,,,
President,Georgia,19921103,N/A,CLAYTON,County,"57,989","23,965","Bush, George H.",Incumbent,"25,890","Clinton, Bill",Challenger,Reform,"7,942","Perot, Ross",Challenger,192,"1,925",D,41.33,44.65,13.70,.33,48.07,51.93,,,
President,Georgia,19921103,N/A,CLINCH,County,"1,837",790,"Bush, George H.",Incumbent,759,"Clinton, Bill",Challenger,Reform,286,"Perot, Ross",Challenger,2,31,R,43.00,41.32,15.57,.11,51.00,49.00,,,
President,Georgia,19921103,N/A,COBB,County,"197,129","103,734","Bush, George H.",Incumbent,"63,960","Clinton, Bill",Challenger,Reform,"28,747","Perot, Ross",Challenger,688,"39,774",R,52.62,32.45,14.58,.35,61.86,38.14,,,
President,Georgia,19921103,N/A,COFFEE,County,"8,339","3,778","Bush, George H.",Incumbent,"3,275","Clinton, Bill",Challenger,Reform,"1,256","Perot, Ross",Challenger,30,503,R,45.31,39.27,15.06,.36,53.57,46.43,,,
President,Georgia,19921103,N/A,COLQUITT,County,"10,276","4,680","Bush, George H.",Incumbent,"3,891","Clinton, Bill",Challenger,Reform,"1,682","Perot, Ross",Challenger,23,789,R,45.54,37.86,16.37,.22,54.60,45.40,,,
President,Georgia,19921103,N/A,COLUMBIA,County,"28,200","16,657","Bush, George H.",Incumbent,"7,115","Clinton, Bill",Challenger,Reform,"4,379","Perot, Ross",Challenger,49,"9,542",R,59.07,25.23,15.53,.17,70.07,29.93,,,
President,Georgia,19921103,N/A,COOK,County,"3,605","1,318","Bush, George H.",Incumbent,"1,731","Clinton, Bill",Challenger,Reform,537,"Perot, Ross",Challenger,19,413,D,36.56,48.02,14.90,.53,43.23,56.77,,,
President,Georgia,19921103,N/A,COWETA,County,"20,552","9,814","Bush, George H.",Incumbent,"7,093","Clinton, Bill",Challenger,Reform,"3,587","Perot, Ross",Challenger,58,"2,721",R,47.75,34.51,17.45,.28,58.05,41.95,,,
President,Georgia,19921103,N/A,CRAWFORD,County,"3,183",974,"Bush, George H.",Incumbent,"1,648","Clinton, Bill",Challenger,Reform,549,"Perot, Ross",Challenger,12,674,D,30.60,51.78,17.25,.38,37.15,62.85,,,
President,Georgia,19921103,N/A,CRISP,County,"5,709","2,253","Bush, George H.",Incumbent,"2,610","Clinton, Bill",Challenger,Reform,823,"Perot, Ross",Challenger,23,357,D,39.46,45.72,14.42,.40,46.33,53.67,,,
President,Georgia,19921103,N/A,DADE,County,"4,804","2,191","Bush, George H.",Incumbent,"1,782","Clinton, Bill",Challenger,Reform,823,"Perot, Ross",Challenger,8,409,R,45.61,37.09,17.13,.17,55.15,44.85,,,
President,Georgia,19921103,N/A,DAWSON,County,"3,892","1,696","Bush, George H.",Incumbent,"1,399","Clinton, Bill",Challenger,Reform,790,"Perot, Ross",Challenger,7,297,R,43.58,35.95,20.30,.18,54.80,45.20,,,
President,Georgia,19921103,N/A,DECATUR,County,"7,419","3,142","Bush, George H.",Incumbent,"3,198","Clinton, Bill",Challenger,Reform,"1,068","Perot, Ross",Challenger,11,56,D,42.35,43.11,14.40,.15,49.56,50.44,,,
President,Georgia,19921103,N/A,DEKALB,County,"215,433","70,282","Bush, George H.",Incumbent,"124,559","Clinton, Bill",Challenger,Reform,"19,741","Perot, Ross",Challenger,851,"54,277",D,32.62,57.82,9.16,.40,36.07,63.93,,,
President,Georgia,19921103,N/A,DODGE,County,"6,278","2,287","Bush, George H.",Incumbent,"3,002","Clinton, Bill",Challenger,Reform,978,"Perot, Ross",Challenger,11,715,D,36.43,47.82,15.58,.18,43.24,56.76,,,
President,Georgia,19921103,N/A,DOOLY,County,"3,387","1,034","Bush, George H.",Incumbent,"1,993","Clinton, Bill",Challenger,Reform,350,"Perot, Ross",Challenger,10,959,D,30.53,58.84,10.33,.30,34.16,65.84,,,
President,Georgia,19921103,N/A,DOUGHERTY,County,"30,931","12,455","Bush, George H.",Incumbent,"15,236","Clinton, Bill",Challenger,Reform,"3,178","Perot, Ross",Challenger,62,"2,781",D,40.27,49.26,10.27,.20,44.98,55.02,,,
President,Georgia,19921103,N/A,DOUGLAS,County,"26,657","13,349","Bush, George H.",Incumbent,"8,869","Clinton, Bill",Challenger,Reform,"4,362","Perot, Ross",Challenger,77,"4,480",R,50.08,33.27,16.36,.29,60.08,39.92,,,
President,Georgia,19921103,N/A,EARLY,County,"4,143","1,457","Bush, George H.",Incumbent,"1,970","Clinton, Bill",Challenger,Reform,652,"Perot, Ross",Challenger,64,513,D,35.17,47.55,15.74,1.54,42.52,57.48,,,
President,Georgia,19921103,N/A,ECHOLS,County,911,361,"Bush, George H.",Incumbent,312,"Clinton, Bill",Challenger,Reform,238,"Perot, Ross",Challenger,N/A,49,R,39.63,34.25,26.13,.00,53.64,46.36,,,
President,Georgia,19921103,N/A,EFFINGHAM,County,"7,963","3,814","Bush, George H.",Incumbent,"2,690","Clinton, Bill",Challenger,Reform,"1,443","Perot, Ross",Challenger,16,"1,124",R,47.90,33.78,18.12,.20,58.64,41.36,,,
President,Georgia,19921103,N/A,ELBERT,County,"6,167","2,372","Bush, George H.",Incumbent,"3,025","Clinton, Bill",Challenger,Reform,757,"Perot, Ross",Challenger,13,653,D,38.46,49.05,12.28,.21,43.95,56.05,,,
President,Georgia,19921103,N/A,EMANUEL,County,"6,425","2,662","Bush, George H.",Incumbent,"2,951","Clinton, Bill",Challenger,Reform,755,"Perot, Ross",Challenger,57,289,D,41.43,45.93,11.75,.89,47.43,52.57,,,
President,Georgia,19921103,N/A,EVANS,County,"2,960","1,244","Bush, George H.",Incumbent,"1,230","Clinton, Bill",Challenger,Reform,480,"Perot, Ross",Challenger,6,14,R,42.03,41.55,16.22,.20,50.28,49.72,,,
President,Georgia,19921103,N/A,FANNIN,County,"7,195","3,255","Bush, George H.",Incumbent,"2,902","Clinton, Bill",Challenger,Reform,"1,028","Perot, Ross",Challenger,10,353,R,45.24,40.33,14.29,.14,52.87,47.13,,,
President,Georgia,19921103,N/A,FAYETTE,County,"31,687","17,576","Bush, George H.",Incumbent,"8,430","Clinton, Bill",Challenger,Reform,"5,598","Perot, Ross",Challenger,83,"9,146",R,55.47,26.60,17.67,.26,67.58,32.42,,,
President,Georgia,19921103,N/A,FLOYD,County,"27,860","12,378","Bush, George H.",Incumbent,"11,614","Clinton, Bill",Challenger,Reform,"3,779","Perot, Ross",Challenger,89,764,R,44.43,41.69,13.56,.32,51.59,48.41,,,
President,Georgia,19921103,N/A,FORSYTH,County,"17,086","8,652","Bush, George H.",Incumbent,"4,936","Clinton, Bill",Challenger,Reform,"3,453","Perot, Ross",Challenger,45,"3,716",R,50.64,28.89,20.21,.26,63.67,36.33,,,
President,Georgia,19921103,N/A,FRANKLIN,County,"5,923","2,391","Bush, George H.",Incumbent,"2,505","Clinton, Bill",Challenger,Reform,"1,014","Perot, Ross",Challenger,13,114,D,40.37,42.29,17.12,.22,48.84,51.16,,,
President,Georgia,19921103,N/A,FULTON,County,"257,406","85,451","Bush, George H.",Incumbent,"147,459","Clinton, Bill",Challenger,Reform,"23,578","Perot, Ross",Challenger,918,"62,008",D,33.20,57.29,9.16,.36,36.69,63.31,,,
President,Georgia,19921103,N/A,GILMER,County,"5,888","2,661","Bush, George H.",Incumbent,"2,311","Clinton, Bill",Challenger,Reform,879,"Perot, Ross",Challenger,37,350,R,45.19,39.25,14.93,.63,53.52,46.48,,,
President,Georgia,19921103,N/A,GLASCOCK,County,"1,013",516,"Bush, George H.",Incumbent,316,"Clinton, Bill",Challenger,Reform,180,"Perot, Ross",Challenger,1,200,R,50.94,31.19,17.77,.10,62.02,37.98,,,
President,Georgia,19921103,N/A,GLYNN,County,"22,932","11,242","Bush, George H.",Incumbent,"8,581","Clinton, Bill",Challenger,Reform,"3,053","Perot, Ross",Challenger,56,"2,661",R,49.02,37.42,13.31,.24,56.71,43.29,,,
President,Georgia,19921103,N/A,GORDON,County,"11,213","5,265","Bush, George H.",Incumbent,"4,103","Clinton, Bill",Challenger,Reform,"1,818","Perot, Ross",Challenger,27,"1,162",R,46.95,36.59,16.21,.24,56.20,43.80,,,
President,Georgia,19921103,N/A,GRADY,County,"6,033","2,370","Bush, George H.",Incumbent,"2,520","Clinton, Bill",Challenger,Reform,"1,126","Perot, Ross",Challenger,17,150,D,39.28,41.77,18.66,.28,48.47,51.53,,,
President,Georgia,19921103,N/A,GREENE,County,"4,058","1,307","Bush, George H.",Incumbent,"2,259","Clinton, Bill",Challenger,Reform,483,"Perot, Ross",Challenger,9,952,D,32.21,55.67,11.90,.22,36.65,63.35,,,
President,Georgia,19921103,N/A,GWINNETT,County,"150,576","81,822","Bush, George H.",Incumbent,"44,253","Clinton, Bill",Challenger,Reform,"23,926","Perot, Ross",Challenger,575,"37,569",R,54.34,29.39,15.89,.38,64.90,35.10,,,
President,Georgia,19921103,N/A,HABERSHAM,County,"9,134","4,569","Bush, George H.",Incumbent,"3,098","Clinton, Bill",Challenger,Reform,"1,444","Perot, Ross",Challenger,23,"1,471",R,50.02,33.92,15.81,.25,59.59,40.41,,,
President,Georgia,19921103,N/A,HALL,County,"32,433","16,108","Bush, George H.",Incumbent,"11,214","Clinton, Bill",Challenger,Reform,"5,043","Perot, Ross",Challenger,68,"4,894",R,49.67,34.58,15.55,.21,58.96,41.04,,,
President,Georgia,19921103,N/A,HANCOCK,County,"3,157",506,"Bush, George H.",Incumbent,"2,461","Clinton, Bill",Challenger,Reform,189,"Perot, Ross",Challenger,1,"1,955",D,16.03,77.95,5.99,.03,17.05,82.95,,,
President,Georgia,19921103,N/A,HARALSON,County,"7,621","3,142","Bush, George H.",Incumbent,"3,281","Clinton, Bill",Challenger,Reform,"1,167","Perot, Ross",Challenger,31,139,D,41.23,43.05,15.31,.41,48.92,51.08,,,
President,Georgia,19921103,N/A,HARRIS,County,"6,960","3,316","Bush, George H.",Incumbent,"2,679","Clinton, Bill",Challenger,Reform,954,"Perot, Ross",Challenger,11,637,R,47.64,38.49,13.71,.16,55.31,44.69,,,
President,Georgia,19921103,N/A,HART,County,"7,609","2,607","Bush, George H.",Incumbent,"3,614","Clinton, Bill",Challenger,Reform,"1,376","Perot, Ross",Challenger,12,"1,007",D,34.26,47.50,18.08,.16,41.91,58.09,,,
President,Georgia,19921103,N/A,HEARD,County,"3,273","1,190","Bush, George H.",Incumbent,"1,456","Clinton, Bill",Challenger,Reform,617,"Perot, Ross",Challenger,10,266,D,36.36,44.49,18.85,.31,44.97,55.03,,,
President,Georgia,19921103,N/A,HENRY,County,"24,284","12,634","Bush, George H.",Incumbent,"7,817","Clinton, Bill",Challenger,Reform,"3,769","Perot, Ross",Challenger,64,"4,817",R,52.03,32.19,15.52,.26,61.78,38.22,,,
President,Georgia,19921103,N/A,HOUSTON,County,"32,748","14,119","Bush, George H.",Incumbent,"12,270","Clinton, Bill",Challenger,Reform,"6,263","Perot, Ross",Challenger,96,"1,849",R,43.11,37.47,19.12,.29,53.50,46.50,,,
President,Georgia,19921103,N/A,IRWIN,County,"2,820",973,"Bush, George H.",Incumbent,"1,366","Clinton, Bill",Challenger,Reform,465,"Perot, Ross",Challenger,16,393,D,34.50,48.44,16.49,.57,41.60,58.40,,,
President,Georgia,19921103,N/A,JACKSON,County,"9,165","3,976","Bush, George H.",Incumbent,"3,792","Clinton, Bill",Challenger,Reform,"1,381","Perot, Ross",Challenger,16,184,R,43.38,41.37,15.07,.17,51.18,48.82,,,
President,Georgia,19921103,N/A,JASPER,County,"3,023","1,153","Bush, George H.",Incumbent,"1,485","Clinton, Bill",Challenger,Reform,373,"Perot, Ross",Challenger,12,332,D,38.14,49.12,12.34,.40,43.71,56.29,,,
President,Georgia,19921103,N/A,JEFF DAVIS,County,"4,952","1,947","Bush, George H.",Incumbent,"2,031","Clinton, Bill",Challenger,Reform,958,"Perot, Ross",Challenger,16,84,D,39.32,41.01,19.35,.32,48.94,51.06,,,
President,Georgia,19921103,N/A,JEFFERSON,County,"5,989","2,077","Bush, George H.",Incumbent,"3,220","Clinton, Bill",Challenger,Reform,685,"Perot, Ross",Challenger,7,"1,143",D,34.68,53.77,11.44,.12,39.21,60.79,,,
President,Georgia,19921103,N/A,JENKINS,County,"2,728",929,"Bush, George H.",Incumbent,"1,401","Clinton, Bill",Challenger,Reform,394,"Perot, Ross",Challenger,4,472,D,34.05,51.36,14.44,.15,39.87,60.13,,,
President,Georgia,19921103,N/A,JOHNSON,County,"3,295","1,314","Bush, George H.",Incumbent,"1,473","Clinton, Bill",Challenger,Reform,502,"Perot, Ross",Challenger,6,159,D,39.88,44.70,15.24,.18,47.15,52.85,,,
President,Georgia,19921103,N/A,JONES,County,"7,279","2,770","Bush, George H.",Incumbent,"3,338","Clinton, Bill",Challenger,Reform,"1,159","Perot, Ross",Challenger,12,568,D,38.05,45.86,15.92,.16,45.35,54.65,,,
President,Georgia,19921103,N/A,LAMAR,County,"4,410","1,707","Bush, George H.",Incumbent,"2,065","Clinton, Bill",Challenger,Reform,600,"Perot, Ross",Challenger,38,358,D,38.71,46.83,13.61,.86,45.25,54.75,,,
President,Georgia,19921103,N/A,LANIER,County,"1,713",600,"Bush, George H.",Incumbent,811,"Clinton, Bill",Challenger,Reform,298,"Perot, Ross",Challenger,4,211,D,35.03,47.34,17.40,.23,42.52,57.48,,,
President,Georgia,19921103,N/A,LAURENS,County,"14,059","6,146","Bush, George H.",Incumbent,"6,184","Clinton, Bill",Challenger,Reform,"1,602","Perot, Ross",Challenger,127,38,D,43.72,43.99,11.39,.90,49.85,50.15,,,
President,Georgia,19921103,N/A,LEE,County,"5,908","3,061","Bush, George H.",Incumbent,"1,811","Clinton, Bill",Challenger,Reform,"1,024","Perot, Ross",Challenger,12,"1,250",R,51.81,30.65,17.33,.20,62.83,37.17,,,
President,Georgia,19921103,N/A,LIBERTY,County,"7,895","2,832","Bush, George H.",Incumbent,"3,853","Clinton, Bill",Challenger,Reform,"1,176","Perot, Ross",Challenger,34,"1,021",D,35.87,48.80,14.90,.43,42.36,57.64,,,
President,Georgia,19921103,N/A,LINCOLN,County,"2,958","1,149","Bush, George H.",Incumbent,"1,327","Clinton, Bill",Challenger,Reform,479,"Perot, Ross",Challenger,3,178,D,38.84,44.86,16.19,.10,46.41,53.59,,,
President,Georgia,19921103,N/A,LONG,County,"1,957",719,"Bush, George H.",Incumbent,874,"Clinton, Bill",Challenger,Reform,355,"Perot, Ross",Challenger,9,155,D,36.74,44.66,18.14,.46,45.13,54.87,,,
President,Georgia,19921103,N/A,LOWNDES,County,"22,192","10,276","Bush, George H.",Incumbent,"9,019","Clinton, Bill",Challenger,Reform,"2,864","Perot, Ross",Challenger,33,"1,257",R,46.30,40.64,12.91,.15,53.26,46.74,,,
President,Georgia,19921103,N/A,LUMPKIN,County,"5,036","1,972","Bush, George H.",Incumbent,"2,010","Clinton, Bill",Challenger,Reform,"1,035","Perot, Ross",Challenger,19,38,D,39.16,39.91,20.55,.38,49.52,50.48,,,
President,Georgia,19921103,N/A,MACON,County,"3,806",944,"Bush, George H.",Incumbent,"2,491","Clinton, Bill",Challenger,Reform,363,"Perot, Ross",Challenger,8,"1,547",D,24.80,65.45,9.54,.21,27.48,72.52,,,
President,Georgia,19921103,N/A,MADISON,County,"6,893","3,351","Bush, George H.",Incumbent,"2,393","Clinton, Bill",Challenger,Reform,"1,129","Perot, Ross",Challenger,20,958,R,48.61,34.72,16.38,.29,58.34,41.66,,,
President,Georgia,19921103,N/A,MARION,County,"2,056",711,"Bush, George H.",Incumbent,"1,145","Clinton, Bill",Challenger,Reform,198,"Perot, Ross",Challenger,2,434,D,34.58,55.69,9.63,.10,38.31,61.69,,,
President,Georgia,19921103,N/A,MCDUFFIE,County,"6,468","2,955","Bush, George H.",Incumbent,"2,640","Clinton, Bill",Challenger,Reform,860,"Perot, Ross",Challenger,13,315,R,45.69,40.82,13.30,.20,52.82,47.18,,,
President,Georgia,19921103,N/A,MCINTOSH,County,"3,517","1,027","Bush, George H.",Incumbent,"1,925","Clinton, Bill",Challenger,Reform,550,"Perot, Ross",Challenger,15,898,D,29.20,54.73,15.64,.43,34.79,65.21,,,
President,Georgia,19921103,N/A,MERIWETHER,County,"7,320","2,364","Bush, George H.",Incumbent,"4,002","Clinton, Bill",Challenger,Reform,942,"Perot, Ross",Challenger,12,"1,638",D,32.30,54.67,12.87,.16,37.13,62.87,,,
President,Georgia,19921103,N/A,MILLER,County,"2,217",826,"Bush, George H.",Incumbent,934,"Clinton, Bill",Challenger,Reform,455,"Perot, Ross",Challenger,2,108,D,37.26,42.13,20.52,.09,46.93,53.07,,,
President,Georgia,19921103,N/A,MITCHELL,County,"5,795","1,917","Bush, George H.",Incumbent,"3,052","Clinton, Bill",Challenger,Reform,818,"Perot, Ross",Challenger,8,"1,135",D,33.08,52.67,14.12,.14,38.58,61.42,,,
President,Georgia,19921103,N/A,MONROE,County,"6,168","2,423","Bush, George H.",Incumbent,"2,774","Clinton, Bill",Challenger,Reform,949,"Perot, Ross",Challenger,22,351,D,39.28,44.97,15.39,.36,46.62,53.38,,,
President,Georgia,19921103,N/A,MONTGOMERY,County,"2,617","1,009","Bush, George H.",Incumbent,"1,185","Clinton, Bill",Challenger,Reform,416,"Perot, Ross",Challenger,7,176,D,38.56,45.28,15.90,.27,45.99,54.01,,,
President,Georgia,19921103,N/A,MORGAN,County,"4,455","1,797","Bush, George H.",Incumbent,"2,057","Clinton, Bill",Challenger,Reform,596,"Perot, Ross",Challenger,5,260,D,40.34,46.17,13.38,.11,46.63,53.37,,,
President,Georgia,19921103,N/A,MURRAY,County,"7,214","3,256","Bush, George H.",Incumbent,"2,764","Clinton, Bill",Challenger,Reform,"1,186","Perot, Ross",Challenger,8,492,R,45.13,38.31,16.44,.11,54.09,45.91,,,
President,Georgia,19921103,N/A,MUSCOGEE,County,"51,280","21,386","Bush, George H.",Incumbent,"25,476","Clinton, Bill",Challenger,Reform,"4,327","Perot, Ross",Challenger,91,"4,090",D,41.70,49.68,8.44,.18,45.64,54.36,,,
President,Georgia,19921103,N/A,NEWTON,County,"13,659","5,804","Bush, George H.",Incumbent,"5,811","Clinton, Bill",Challenger,Reform,"1,998","Perot, Ross",Challenger,46,7,D,42.49,42.54,14.63,.34,49.97,50.03,,,
President,Georgia,19921103,N/A,OCONEE,County,"8,076","4,125","Bush, George H.",Incumbent,"2,745","Clinton, Bill",Challenger,Reform,"1,182","Perot, Ross",Challenger,24,"1,380",R,51.08,33.99,14.64,.30,60.04,39.96,,,
President,Georgia,19921103,N/A,OGLETHORPE,County,"3,703","1,590","Bush, George H.",Incumbent,"1,491","Clinton, Bill",Challenger,Reform,620,"Perot, Ross",Challenger,2,99,R,42.94,40.26,16.74,.05,51.61,48.39,,,
President,Georgia,19921103,N/A,PAULDING,County,"15,088","7,180","Bush, George H.",Incumbent,"5,212","Clinton, Bill",Challenger,Reform,"2,654","Perot, Ross",Challenger,42,"1,968",R,47.59,34.54,17.59,.28,57.94,42.06,,,
President,Georgia,19921103,N/A,PEACH,County,"6,973","2,327","Bush, George H.",Incumbent,"3,677","Clinton, Bill",Challenger,Reform,947,"Perot, Ross",Challenger,22,"1,350",D,33.37,52.73,13.58,.32,38.76,61.24,,,
President,Georgia,19921103,N/A,PICKENS,County,"5,748","2,332","Bush, George H.",Incumbent,"2,359","Clinton, Bill",Challenger,Reform,"1,037","Perot, Ross",Challenger,20,27,D,40.57,41.04,18.04,.35,49.71,50.29,,,
President,Georgia,19921103,N/A,PIERCE,County,"4,472","1,899","Bush, George H.",Incumbent,"1,852","Clinton, Bill",Challenger,Reform,708,"Perot, Ross",Challenger,13,47,R,42.46,41.41,15.83,.29,50.63,49.37,,,
